Device ID,Device Name,Asset ID (Container),Status,Last Seen,Latitude,Longitude,Temperature (°C),Door Status,Power Status,Battery Level (%),Error Codes,Data Source,Raw Data (JSON)
"GESU9440432","GESU9440432","GESU9440432","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.73875","-118.272796","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""GESU9440432"",""ExtPower"":true,""DoorState"":""closed"",""DeviceTemp"":""31.9"",""GPSLatitude"":""33.738750"",""LastAssetID"":""GESU9440432"",""GPSLongitude"":""-118.272796"",""BatteryVoltage"":""8.77""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""16.9"",""AssetID"":""GESU9440432"",""ReeferAlarms"":[]},""MessageData"":{""AppDtm"":""2025-11-03T11:27:30.570Z"",""EventDtm"":""2025-11-03T11:27:30.570Z""}}}"
"OOLU7305694","OOLU7305694","OOLU7305694","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.744819","-118.269534","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""OOLU7305694"",""ExtPower"":true,""DoorState"":""closed"",""DeviceTemp"":""32.1"",""GPSLatitude"":""33.744819"",""LastAssetID"":""OOLU7305694"",""GPSLongitude"":""-118.269534"",""BatteryVoltage"":""7.87""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""15.2"",""AssetID"":""OOLU7305694"",""ReeferAlarms"":[]},""MessageData"":{""AppDtm"":""2025-11-03T11:27:30.787Z"",""EventDtm"":""2025-11-03T11:27:30.787Z""}}}"
"UXXU4519712","UXXU4519712","UXXU4519712","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.742629","-118.275363","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""UXXU4519712"",""ExtPower"":true,""DoorState"":""closed"",""DeviceTemp"":""27.1"",""GPSLatitude"":""33.742629"",""LastAssetID"":""UXXU4519712"",""GPSLongitude"":""-118.275363"",""BatteryVoltage"":""8.14""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""8.1"",""AssetID"":""UXXU4519712"",""ReeferAlarms"":[{""Active"":true,""RCAlias"":""TEMP_HIGH_89"",""OemAlarm"":271}]},""MessageData"":{""AppDtm"":""2025-11-03T11:27:30.895Z"",""EventDtm"":""2025-11-03T11:27:30.895Z""}}}"
"CXRU1040451","CXRU1040451","CXRU1040451","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.747917","-118.27008","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""CXRU1040451"",""ExtPower"":true,""DoorState"":""closed"",""DeviceTemp"":""15.8"",""GPSLatitude"":""33.747917"",""LastAssetID"":""CXRU1040451"",""GPSLongitude"":""-118.270080"",""BatteryVoltage"":""8.82""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""14.3"",""AssetID"":""CXRU1040451"",""ReeferAlarms"":[]},""MessageData"":{""AppDtm"":""2025-11-03T11:27:31.598Z"",""EventDtm"":""2025-11-03T11:27:31.598Z""}}}"
"CICU3876631","CICU3876631","CICU3876631","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.745356","-118.271993","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""CICU3876631"",""ExtPower"":true,""DoorState"":""closed"",""DeviceTemp"":""30.6"",""GPSLatitude"":""33.745356"",""LastAssetID"":""CICU3876631"",""GPSLongitude"":""-118.271993"",""BatteryVoltage"":""8.63""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""9.7"",""AssetID"":""CICU3876631"",""ReeferAlarms"":[]},""MessageData"":{""AppDtm"":""2025-11-03T11:28:15.879Z"",""EventDtm"":""2025-11-03T11:28:15.879Z""}}}"
"WHLU5526895","WHLU5526895","WHLU5526895","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.741527","-118.271254","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""WHLU5526895"",""ExtPower"":true,""DoorState"":""closed"",""DeviceTemp"":""22.0"",""GPSLatitude"":""33.741527"",""LastAssetID"":""WHLU5526895"",""GPSLongitude"":""-118.271254"",""BatteryVoltage"":""8.81""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""5.7"",""AssetID"":""WHLU5526895"",""ReeferAlarms"":[]},""MessageData"":{""AppDtm"":""2025-11-03T11:27:31.936Z"",""EventDtm"":""2025-11-03T11:27:31.936Z""}}}"
"MYRU4515260","MYRU4515260","MYRU4515260","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.747557","-118.27407","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""MYRU4515260"",""ExtPower"":true,""DoorState"":""closed"",""DeviceTemp"":""25.3"",""GPSLatitude"":""33.747557"",""LastAssetID"":""MYRU4515260"",""GPSLongitude"":""-118.274070"",""BatteryVoltage"":""8.94""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""11.8"",""AssetID"":""MYRU4515260"",""ReeferAlarms"":[]},""MessageData"":{""AppDtm"":""2025-11-03T11:27:32.802Z"",""EventDtm"":""2025-11-03T11:27:32.802Z""}}}"
"APRU5090955","APRU5090955","APRU5090955","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.745775","-118.271288","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""APRU5090955"",""ExtPower"":true,""DoorState"":""open"",""DeviceTemp"":""34.9"",""GPSLatitude"":""33.745775"",""LastAssetID"":""APRU5090955"",""GPSLongitude"":""-118.271288"",""BatteryVoltage"":""8.36""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""7.7"",""AssetID"":""APRU5090955"",""ReeferAlarms"":[]},""MessageData"":{""AppDtm"":""2025-11-03T11:28:33.233Z"",""EventDtm"":""2025-11-03T11:28:33.233Z""}}}"
"CCLU4889829","CCLU4889829","CCLU4889829","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.745606","-118.275874","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""CCLU4889829"",""ExtPower"":true,""DoorState"":""closed"",""DeviceTemp"":""31.5"",""GPSLatitude"":""33.745606"",""LastAssetID"":""CCLU4889829"",""GPSLongitude"":""-118.275874"",""BatteryVoltage"":""8.52""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""10.2"",""AssetID"":""CCLU4889829"",""ReeferAlarms"":[]},""MessageData"":{""AppDtm"":""2025-11-03T11:27:32.919Z"",""EventDtm"":""2025-11-03T11:27:32.919Z""}}}"
"CXRU1026160","CXRU1026160","CXRU1026160","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.738638","-118.271304","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""CXRU1026160"",""ExtPower"":true,""DoorState"":""closed"",""DeviceTemp"":""16.3"",""GPSLatitude"":""33.738638"",""LastAssetID"":""CXRU1026160"",""GPSLongitude"":""-118.271304"",""BatteryVoltage"":""8.95""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""8.7"",""AssetID"":""CXRU1026160"",""ReeferAlarms"":[{""Active"":true,""RCAlias"":""TEMP_HIGH_98"",""OemAlarm"":923}]},""MessageData"":{""AppDtm"":""2025-11-03T11:28:36.454Z"",""EventDtm"":""2025-11-03T11:28:36.454Z""}}}"
"TRLU8130610","TRLU8130610","TRLU8130610","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.746759","-118.274869","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""TRLU8130610"",""ExtPower"":true,""DoorState"":""closed"",""DeviceTemp"":""19.1"",""GPSLatitude"":""33.746759"",""LastAssetID"":""TRLU8130610"",""GPSLongitude"":""-118.274869"",""BatteryVoltage"":""7.59""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""17.4"",""AssetID"":""TRLU8130610"",""ReeferAlarms"":[]},""MessageData"":{""AppDtm"":""2025-11-03T11:28:36.999Z"",""EventDtm"":""2025-11-03T11:28:36.999Z""}}}"
"CICU8118167","CICU8118167","CICU8118167","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.739391","-118.272807","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""CICU8118167"",""ExtPower"":true,""DoorState"":""closed"",""DeviceTemp"":""15.2"",""GPSLatitude"":""33.739391"",""LastAssetID"":""CICU8118167"",""GPSLongitude"":""-118.272807"",""BatteryVoltage"":""8.98""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""7.1"",""AssetID"":""CICU8118167"",""ReeferAlarms"":[]},""MessageData"":{""AppDtm"":""2025-11-03T11:27:34.033Z"",""EventDtm"":""2025-11-03T11:27:34.033Z""}}}"
"RWAU2522030","RWAU2522030","RWAU2522030","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.744293","-118.273031","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""RWAU2522030"",""ExtPower"":true,""DoorState"":""closed"",""DeviceTemp"":""26.4"",""GPSLatitude"":""33.744293"",""LastAssetID"":""RWAU2522030"",""GPSLongitude"":""-118.273031"",""BatteryVoltage"":""8.60""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""18.9"",""AssetID"":""RWAU2522030"",""ReeferAlarms"":[]},""MessageData"":{""AppDtm"":""2025-11-03T11:27:34.143Z"",""EventDtm"":""2025-11-03T11:27:34.143Z""}}}"
"JWWU4082056","JWWU4082056","JWWU4082056","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.74406","-118.268061","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""JWWU4082056"",""ExtPower"":true,""DoorState"":""closed"",""DeviceTemp"":""30.5"",""GPSLatitude"":""33.744060"",""LastAssetID"":""JWWU4082056"",""GPSLongitude"":""-118.268061"",""BatteryVoltage"":""8.72""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""19.8"",""AssetID"":""JWWU4082056"",""ReeferAlarms"":[]},""MessageData"":{""AppDtm"":""2025-11-03T11:28:37.299Z"",""EventDtm"":""2025-11-03T11:28:37.299Z""}}}"
"RWAU2461947","RWAU2461947","RWAU2461947","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.747841","-118.271875","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""RWAU2461947"",""ExtPower"":true,""DoorState"":""closed"",""DeviceTemp"":""30.7"",""GPSLatitude"":""33.747841"",""LastAssetID"":""RWAU2461947"",""GPSLongitude"":""-118.271875"",""BatteryVoltage"":""7.73""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""12.0"",""AssetID"":""RWAU2461947"",""ReeferAlarms"":[]},""MessageData"":{""AppDtm"":""2025-11-03T11:28:37.420Z"",""EventDtm"":""2025-11-03T11:28:37.420Z""}}}"
"CMAU1004047","CMAU1004047","CMAU1004047","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.741682","-118.27121","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""CMAU1004047"",""ExtPower"":true,""DoorState"":""closed"",""DeviceTemp"":""31.5"",""GPSLatitude"":""33.741682"",""LastAssetID"":""CMAU1004047"",""GPSLongitude"":""-118.271210"",""BatteryVoltage"":""8.44""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""15.8"",""AssetID"":""CMAU1004047"",""ReeferAlarms"":[]},""MessageData"":{""AppDtm"":""2025-11-03T11:27:35.031Z"",""EventDtm"":""2025-11-03T11:27:35.031Z""}}}"
"HDMU2551679","HDMU2551679","HDMU2551679","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.744442","-118.271561","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""HDMU2551679"",""ExtPower"":true,""DoorState"":""open"",""DeviceTemp"":""21.0"",""GPSLatitude"":""33.744442"",""LastAssetID"":""HDMU2551679"",""GPSLongitude"":""-118.271561"",""BatteryVoltage"":""8.16""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""10.5"",""AssetID"":""HDMU2551679"",""ReeferAlarms"":[{""Active"":true,""RCAlias"":""TEMP_HIGH_30"",""OemAlarm"":204}]},""MessageData"":{""AppDtm"":""2025-11-03T11:27:35.153Z"",""EventDtm"":""2025-11-03T11:27:35.153Z""}}}"
"CLHU2822261","CLHU2822261","CLHU2822261","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.744017","-118.271917","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""CLHU2822261"",""ExtPower"":false,""DoorState"":""closed"",""DeviceTemp"":""18.3"",""GPSLatitude"":""33.744017"",""LastAssetID"":""CLHU2822261"",""GPSLongitude"":""-118.271917"",""BatteryVoltage"":""7.89""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""7.0"",""AssetID"":""CLHU2822261"",""ReeferAlarms"":[]},""MessageData"":{""AppDtm"":""2025-11-03T11:28:38.101Z"",""EventDtm"":""2025-11-03T11:28:38.101Z""}}}"
"EGHU1029573","EGHU1029573","EGHU1029573","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.747172","-118.267701","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""EGHU1029573"",""ExtPower"":true,""DoorState"":""closed"",""DeviceTemp"":""24.7"",""GPSLatitude"":""33.747172"",""LastAssetID"":""EGHU1029573"",""GPSLongitude"":""-118.267701"",""BatteryVoltage"":""7.63""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""16.1"",""AssetID"":""EGHU1029573"",""ReeferAlarms"":[]},""MessageData"":{""AppDtm"":""2025-11-03T11:28:38.354Z"",""EventDtm"":""2025-11-03T11:28:38.354Z""}}}"
"KKFU7700982","KKFU7700982","KKFU7700982","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.745898","-118.269371","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""KKFU7700982"",""ExtPower"":true,""DoorState"":""closed"",""DeviceTemp"":""26.6"",""GPSLatitude"":""33.745898"",""LastAssetID"":""KKFU7700982"",""GPSLongitude"":""-118.269371"",""BatteryVoltage"":""8.74""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""19.7"",""AssetID"":""KKFU7700982"",""ReeferAlarms"":[{""Active"":true,""RCAlias"":""TEMP_HIGH_63"",""OemAlarm"":828}]},""MessageData"":{""AppDtm"":""2025-11-03T11:28:38.628Z"",""EventDtm"":""2025-11-03T11:28:38.628Z""}}}"
"CLHU3047512","CLHU3047512","CLHU3047512","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.748207","-118.26801","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""CLHU3047512"",""ExtPower"":true,""DoorState"":""closed"",""DeviceTemp"":""16.5"",""GPSLatitude"":""33.748207"",""LastAssetID"":""CLHU3047512"",""GPSLongitude"":""-118.268010"",""BatteryVoltage"":""8.27""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""12.7"",""AssetID"":""CLHU3047512"",""ReeferAlarms"":[]},""MessageData"":{""AppDtm"":""2025-11-03T11:28:39.113Z"",""EventDtm"":""2025-11-03T11:28:39.113Z""}}}"
"BHCU4962840","BHCU4962840","BHCU4962840","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.741373","-118.273868","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""BHCU4962840"",""ExtPower"":true,""DoorState"":""closed"",""DeviceTemp"":""15.9"",""GPSLatitude"":""33.741373"",""LastAssetID"":""BHCU4962840"",""GPSLongitude"":""-118.273868"",""BatteryVoltage"":""8.89""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""14.2"",""AssetID"":""BHCU4962840"",""ReeferAlarms"":[{""Active"":true,""RCAlias"":""TEMP_HIGH_3"",""OemAlarm"":21}]},""MessageData"":{""AppDtm"":""2025-11-03T11:27:36.892Z"",""EventDtm"":""2025-11-03T11:27:36.892Z""}}}"
"GESU9290991","GESU9290991","GESU9290991","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.7404","-118.274521","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""GESU9290991"",""ExtPower"":true,""DoorState"":""closed"",""DeviceTemp"":""17.3"",""GPSLatitude"":""33.740400"",""LastAssetID"":""GESU9290991"",""GPSLongitude"":""-118.274521"",""BatteryVoltage"":""8.56""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""7.9"",""AssetID"":""GESU9290991"",""ReeferAlarms"":[]},""MessageData"":{""AppDtm"":""2025-11-03T11:27:36.995Z"",""EventDtm"":""2025-11-03T11:27:36.995Z""}}}"
"GESU2276081","GESU2276081","GESU2276081","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.739351","-118.275515","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""GESU2276081"",""ExtPower"":true,""DoorState"":""open"",""DeviceTemp"":""32.8"",""GPSLatitude"":""33.739351"",""LastAssetID"":""GESU2276081"",""GPSLongitude"":""-118.275515"",""BatteryVoltage"":""8.39""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""10.6"",""AssetID"":""GESU2276081"",""ReeferAlarms"":[]},""MessageData"":{""AppDtm"":""2025-11-03T11:27:37.109Z"",""EventDtm"":""2025-11-03T11:27:37.109Z""}}}"
"IMTU3061156","IMTU3061156","IMTU3061156","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.7432","-118.274762","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""IMTU3061156"",""ExtPower"":true,""DoorState"":""closed"",""DeviceTemp"":""20.4"",""GPSLatitude"":""33.743200"",""LastAssetID"":""IMTU3061156"",""GPSLongitude"":""-118.274762"",""BatteryVoltage"":""7.57""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""14.9"",""AssetID"":""IMTU3061156"",""ReeferAlarms"":[{""Active"":true,""RCAlias"":""TEMP_HIGH_84"",""OemAlarm"":71}]},""MessageData"":{""AppDtm"":""2025-11-03T11:27:37.336Z"",""EventDtm"":""2025-11-03T11:27:37.336Z""}}}"
"GLDU2991384","GLDU2991384","GLDU2991384","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.740881","-118.270154","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""GLDU2991384"",""ExtPower"":true,""DoorState"":""closed"",""DeviceTemp"":""20.6"",""GPSLatitude"":""33.740881"",""LastAssetID"":""GLDU2991384"",""GPSLongitude"":""-118.270154"",""BatteryVoltage"":""8.95""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""18.1"",""AssetID"":""GLDU2991384"",""ReeferAlarms"":[]},""MessageData"":{""AppDtm"":""2025-11-03T11:27:37.773Z"",""EventDtm"":""2025-11-03T11:27:37.773Z""}}}"
"KKFU6711724","KKFU6711724","KKFU6711724","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.747072","-118.275095","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""KKFU6711724"",""ExtPower"":true,""DoorState"":""closed"",""DeviceTemp"":""25.3"",""GPSLatitude"":""33.747072"",""LastAssetID"":""KKFU6711724"",""GPSLongitude"":""-118.275095"",""BatteryVoltage"":""7.90""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""12.7"",""AssetID"":""KKFU6711724"",""ReeferAlarms"":[{""Active"":true,""RCAlias"":""TEMP_HIGH_16"",""OemAlarm"":599}]},""MessageData"":{""AppDtm"":""2025-11-03T11:27:38.335Z"",""EventDtm"":""2025-11-03T11:27:38.335Z""}}}"
"GSOU6384240","GSOU6384240","GSOU6384240","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.740386","-118.274882","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""GSOU6384240"",""ExtPower"":true,""DoorState"":""closed"",""DeviceTemp"":""27.8"",""GPSLatitude"":""33.740386"",""LastAssetID"":""GSOU6384240"",""GPSLongitude"":""-118.274882"",""BatteryVoltage"":""8.86""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""5.7"",""AssetID"":""GSOU6384240"",""ReeferAlarms"":[]},""MessageData"":{""AppDtm"":""2025-11-03T11:28:41.539Z"",""EventDtm"":""2025-11-03T11:28:41.539Z""}}}"
"CICU1937445","CICU1937445","CICU1937445","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.74289","-118.271619","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""CICU1937445"",""ExtPower"":true,""DoorState"":""closed"",""DeviceTemp"":""28.1"",""GPSLatitude"":""33.742890"",""LastAssetID"":""CICU1937445"",""GPSLongitude"":""-118.271619"",""BatteryVoltage"":""8.51""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""17.1"",""AssetID"":""CICU1937445"",""ReeferAlarms"":[]},""MessageData"":{""AppDtm"":""2025-11-03T11:27:38.758Z"",""EventDtm"":""2025-11-03T11:27:38.758Z""}}}"
"RWAU2461551","RWAU2461551","RWAU2461551","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.74096","-118.269297","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""RWAU2461551"",""ExtPower"":true,""DoorState"":""closed"",""DeviceTemp"":""26.3"",""GPSLatitude"":""33.740960"",""LastAssetID"":""RWAU2461551"",""GPSLongitude"":""-118.269297"",""BatteryVoltage"":""8.93""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""8.8"",""AssetID"":""RWAU2461551"",""ReeferAlarms"":[]},""MessageData"":{""AppDtm"":""2025-11-03T11:27:38.867Z"",""EventDtm"":""2025-11-03T11:27:38.867Z""}}}"
"BSIU2141469","BSIU2141469","BSIU2141469","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.741034","-118.271593","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""BSIU2141469"",""ExtPower"":false,""DoorState"":""closed"",""DeviceTemp"":""19.0"",""GPSLatitude"":""33.741034"",""LastAssetID"":""BSIU2141469"",""GPSLongitude"":""-118.271593"",""BatteryVoltage"":""7.72""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""5.8"",""AssetID"":""BSIU2141469"",""ReeferAlarms"":[]},""MessageData"":{""AppDtm"":""2025-11-03T11:27:39.083Z"",""EventDtm"":""2025-11-03T11:27:39.083Z""}}}"
"CCLU4636203","CCLU4636203","CCLU4636203","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.745489","-118.271246","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""CCLU4636203"",""ExtPower"":true,""DoorState"":""closed"",""DeviceTemp"":""32.3"",""GPSLatitude"":""33.745489"",""LastAssetID"":""CCLU4636203"",""GPSLongitude"":""-118.271246"",""BatteryVoltage"":""8.22""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""10.8"",""AssetID"":""CCLU4636203"",""ReeferAlarms"":[]},""MessageData"":{""AppDtm"":""2025-11-03T11:27:39.411Z"",""EventDtm"":""2025-11-03T11:27:39.411Z""}}}"
"CICU3876539","CICU3876539","CICU3876539","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.746249","-118.276334","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""CICU3876539"",""ExtPower"":true,""DoorState"":""closed"",""DeviceTemp"":""27.4"",""GPSLatitude"":""33.746249"",""LastAssetID"":""CICU3876539"",""GPSLongitude"":""-118.276334"",""BatteryVoltage"":""7.90""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""8.5"",""AssetID"":""CICU3876539"",""ReeferAlarms"":[]},""MessageData"":{""AppDtm"":""2025-11-03T11:27:39.758Z"",""EventDtm"":""2025-11-03T11:27:39.758Z""}}}"
"CXRU1034166","CXRU1034166","CXRU1034166","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.740085","-118.277074","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""CXRU1034166"",""ExtPower"":true,""DoorState"":""open"",""DeviceTemp"":""17.6"",""GPSLatitude"":""33.740085"",""LastAssetID"":""CXRU1034166"",""GPSLongitude"":""-118.277074"",""BatteryVoltage"":""7.74""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""16.3"",""AssetID"":""CXRU1034166"",""ReeferAlarms"":[]},""MessageData"":{""AppDtm"":""2025-11-03T11:27:40.191Z"",""EventDtm"":""2025-11-03T11:27:40.191Z""}}}"
"GESU9445310","GESU9445310","GESU9445310","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.740862","-118.269303","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""GESU9445310"",""ExtPower"":true,""DoorState"":""closed"",""DeviceTemp"":""34.7"",""GPSLatitude"":""33.740862"",""LastAssetID"":""GESU9445310"",""GPSLongitude"":""-118.269303"",""BatteryVoltage"":""8.38""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""15.8"",""AssetID"":""GESU9445310"",""ReeferAlarms"":[]},""MessageData"":{""AppDtm"":""2025-11-03T11:27:42.798Z"",""EventDtm"":""2025-11-03T11:27:42.798Z""}}}"
"MYRU4505847","MYRU4505847","MYRU4505847","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.746192","-118.268177","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""MYRU4505847"",""ExtPower"":true,""DoorState"":""closed"",""DeviceTemp"":""25.0"",""GPSLatitude"":""33.746192"",""LastAssetID"":""MYRU4505847"",""GPSLongitude"":""-118.268177"",""BatteryVoltage"":""7.76""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""7.3"",""AssetID"":""MYRU4505847"",""ReeferAlarms"":[]},""MessageData"":{""AppDtm"":""2025-11-03T11:27:40.299Z"",""EventDtm"":""2025-11-03T11:27:40.299Z""}}}"
"CGMU2988654","CGMU2988654","CGMU2988654","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.744371","-118.270545","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""CGMU2988654"",""ExtPower"":true,""DoorState"":""closed"",""DeviceTemp"":""28.3"",""GPSLatitude"":""33.744371"",""LastAssetID"":""CGMU2988654"",""GPSLongitude"":""-118.270545"",""BatteryVoltage"":""7.77""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""6.9"",""AssetID"":""CGMU2988654"",""ReeferAlarms"":[]},""MessageData"":{""AppDtm"":""2025-11-03T11:28:45.174Z"",""EventDtm"":""2025-11-03T11:28:45.174Z""}}}"
